title,sub,link,created
"Het bizarre leven van Danillo, de beste fokstier van Nederland","Het klompje cellen dat een Friese melkveehouder importeerde uit de VS, groeide uit tot beste fokstier van Nederland. Tot de markt kantelde en de stier inzet werd van een jarenlange rechtszaak.",https://fd.nl/ondernemen/1256123/danillo-het-bizarre-leven-van-de-beste-fokstier-van-nederland,9 jul 18
Personeelstekort in Nederland valt mee,"In Nederland ondervindt 24% van de bedrijven moeite om personeel te vinden, wereldwijd is dat zelfs 45% van de bedrijven.",https://fd.nl/economie-politiek/1261189/personeelstekort-in-nederland-valt-mee,9 jul 18
Schoonmaakgigant neemt Brabants hoveniersbedrijf over,Vebego neemt meerderheidsbelang in Brouwers Groenaannemers ,https://fd.nl/ondernemen/1261170/schoonmaakgigant-neemt-brabants-hoveniersbedrijf-over,9 jul 18
Xiaomi voelt zich onbegrepen na lastig beursdebuut,Chinese producent van mobiele telefoons krijgt notering in Hongkong met een lagere koers-winstverhouding dan gehoopt,https://fd.nl/ondernemen/1261186/xiaomi-voelt-zich-onbegrepen-na-lastig-beursdebuut,9 jul 18
Hoog tijd dat werkgevers ongelijk loon M/V aanpakken,"Aegon gaat de beloning van mannen en vrouwen onder het vergrootglas leggen. Dat is verheugend, maar het is ook verbijsterend dat dit tot 2018 heeft moeten duren.",https://fd.nl/economie-politiek/1260897/hoog-tijd-dat-werkgevers-ongelijk-loon-m-v-aanpakken,9 jul 18
Corruptiezaak pakt waarschijnlijk duurder uit voor SBM Offshore,"Afwikkeling van Braziliaanse omkoopschandaal kost mogelijk honderden miljoen extra, maar analisten benadrukken dat er eindelijk weer schot zit in de zaak",https://fd.nl/ondernemen/1261190/sbm-is-mogelijk-meer-kwijt-aan-afwikkeling-de-corruptie-in-brazilie,9 jul 18
Investeerder verhoogt miljardenbod op luierfabrikant,Belgische onderneming Ontex krijgt ongevraagd bod van Franse investeringsmaatschappij ,https://fd.nl/ondernemen/1261192/investeerder-verhoogt-miljardenbod-op-luierfabrikant,9 jul 18
Iran wil €300 mln contant uit Duitsland laten overvliegen,Geld zou nodig zijn omdat een gebrek aan contanten dreigt.,https://fd.nl/economie-politiek/1261187/iran-wil-300-mln-contant-uit-duitsland-laten-overvliegen,9 jul 18
'Topvrouw Parijse metro kandidaat-ceo Air France-KLM',De 53-jarige Guillouard werkte tussen 1997 en 2007 al bij Air France.,https://fd.nl/ondernemen/1261162/topvrouw-parijse-metro-nieuwe-ceo-air-france-klm,9 jul 18
Hunter Douglas doet overname in Polen ,Producent van raambekleding neemt meerderheidsbelang in branchegenoot Akant ,https://fd.nl/ondernemen/1261185/hunter-douglas-doet-overname-in-polen,9 jul 18
FNV zet mes in eigen organisatie,Bezuinigen is nodig omdat het aantal leden terugloopt. Van gedwongen ontslagenen is geen sprake.,https://fd.nl/economie-politiek/1261184/fnv-zet-mes-in-eigen-organisatie,9 jul 18
Strijd bij ThyssenKrupp houdt aan; 'commissaris stapt op',"Commissaris stapt op bij Duits industrieconcern, verzet tegen fusie met Tata Steel",https://fd.nl/ondernemen/1261159/strijd-bij-thyssen-houdt-aan-commissaris-stapt-op,9 jul 18
Actievoerende agenten delen even geen bonnen uit,Afgelopen week stapten de bonden al uit de cao-besprekingen. Ze vinden de werkdruk te hoog en eisen meer loon.,https://fd.nl/economie-politiek/1261158/actievoerende-agenten-delen-even-geen-bonnen-uit,9 jul 18
Beleggingsanalisten blijven positief over gebutst VolkerWessels,"Aandeel ging vorige week hard onderuit, maar de 'structureel mooie winstmarges' van het bouwbedrijf zouden kans op herstel groot maken.",https://fd.nl/beurs/1261057/beleggingsanalisten-blijven-positief-over-gebutst-volkerwessels,9 jul 18
Nog anderhalf jaar en dan moet Bruna boven Jan zijn,Nieuwe eigenaar Shared Stories Group investeert om boekenketen Bruna uit de verliezen te halen. ,https://fd.nl/ondernemen/1260988/nog-anderhalf-jaar-en-dan-moet-bruna-boven-jan-zijn,9 jul 18
Staatsfondsen behalen voor het eerst in twee jaar rendementsdoel,Vooral stijgende aandelenkoersen wereldwijd zorgden voor beter dan verwacht resultaat.,https://fd.nl/beurs/1260983/staatsfondsen-behalen-voor-het-eerst-in-twee-jaar-rendementsdoel,9 jul 18
Oud-eigenaren gaven Bruna bruidsschat mee van bijna €35 mln,ING en PostNL moesten diep in de buidel tasten om af te komen van slecht draaiende winkelketen.,https://fd.nl/ondernemen/1260956/oud-eigenaren-gaven-bruna-bruidsschat-mee-van-bijna-35-mln,9 jul 18
Ook hoge rente kan winsten van banken bedreigen,"Door het lagerentebeleid van de ECB verdienen banken amper aan hun financiële dienstverlening. Hogere rentes zijn dus welkom. Maar niet te snel en niet te veel, waarschuwt de centrale bank der centrale banken.",https://fd.nl/economie-politiek/1260898/ook-hoge-rente-kan-winsten-van-banken-bedreigen,9 jul 18
Heineken opent eerste tapbierwinkel,"De biermarkt heeft het moeilijk in Rusland. Heineken probeert het merk met de verkoop van bier direct uit de brouwerij, populairder te maken. ",https://fd.nl/ondernemen/1260896/heineken-opent-eerste-tapbierwinkel,9 jul 18
Modeketen Scotch & Soda in de etalage,"Sun Capital, de voormalige eigenaar van het failliete V&D, wil het kledingbedrijf verkopen wegens uitdagende marktomstandigheden.",https://fd.nl/ondernemen/1260831/modeketen-scotch-soda-in-de-etalage,9 jul 18
Ziekenhuizen zorgondernemer Loek Winter in zwaar weer ,Twijfel bij accountant EY en het bestuur zelf over voortbestaan van MC Slotervaart in Amsterdam en de MC Groep in Flevoland.,https://fd.nl/economie-politiek/1260819/ziekenhuizen-zorgondernemer-loek-winter-in-zwaar-weer,9 jul 18
Europarlementariër helemaal klaar met aanpak slechte Italiaanse bankleningen ,"De EU-regeringsleiders willen vaart maken met versterking van de eurozone. Maar ze hikken nog aan tegen de vele slechte bankleningen. Onacceptabel, vindt CDA'er Esther de Lange, die namens het Europees Parlement aan een plan werkt.",https://fd.nl/economie-politiek/1260592/europarlementarier-helemaal-klaar-met-aanpak-slechte-italiaanse-bankleningen,9 jul 18
Personalia 9-7-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1260874/personalia-9-7-2018,9 jul 18
BlackRock en Citi breiden uit in Parijs,Charmeoffensief van Macron om zakenbanken naar Franse hoofdstad te halen heeft gewerkt.,https://fd.nl/beurs/1261132/blackrock-en-citi-breiden-uit-in-parijs,8 jul 18
Tencent bereidt beursgang van dochterbedrijf in muziekstreaming voor ,Bij de introductie denkt het bedrijf $4 mrd op te halen,https://fd.nl/beurs/1261131/tencent-brengt-dochterbedrijf-in-muziekstreaming-naar-de-beurs,8 jul 18
Bijna 10 miljoen premiebetalers hadden een goedkopere zorgpolis kunnen kiezen,Nederlandse consument is gemiddeld €93 te duur uit voor basisverzekering ,https://fd.nl/economie-politiek/1261129/bijna-10-miljoen-premiebetalers-hadden-een-goedkopere-zorgpolis-kunnen-kiezen,8 jul 18
Gemeenten moeten de regie nemen bij financiering woningverduurzaming,Verstrek lening in ruil voor blote eigendom grond. Dan profiteren bewoners én gemeente.,https://fd.nl/opinie/1260518/gemeenten-moeten-de-regie-nemen-bij-financiering-woningverduurzaming,8 jul 18
Mensen vertrouwen cijfers eerder dan woorden,Niemand durft te zeggen: ik heb lak aan cijfers — we zijn allen accountants geworden.,https://fd.nl/opinie/1260517/mensen-vertrouwen-cijfers-eerder-dan-woorden,8 jul 18
Hittestress is een groeiend gevaar voor Nederlandse steden,"Bomen, groene daken en minder baksteen kunnen helpen een stad minder snel warm te laten worden.",https://fd.nl/ondernemen/1260514/hittestress-is-een-groeiend-gevaar-voor-nederlandse-steden,8 jul 18
Akzo-belager Elliott mogelijk nieuwe eigenaar AC Milan,Chinese eigenaar kan schulden aan hedgefonds Elliott niet terugbetalen.,https://fd.nl/ondernemen/1261130/voormalig-belager-akzonobel-mogelijk-nieuwe-eigenaar-van-voetbalclub-ac-milan,8 jul 18
Groninger scheepswerf neemt veertig Poolse en Roemeense werknemers in vaste dienst,Vakbond FNV Metaal zegt ook met andere scheepswerven over onderbetaling in gesprek te zijn.,https://fd.nl/ondernemen/1261128/groninger-scheepswerf-neemt-veertig-poolse-en-roemeense-werknemers-in-vaste-dienst,8 jul 18
Zachte heelmeesters,Doorgeschoten naar een ander uiterste: de ECB belooft de rente tot na de zomer van volgend jaar met rust te laten.,https://fd.nl/opinie/1260435/zachte-heelmeesters,8 jul 18
Seehofer provoceert met eigen soepel brexit-standpunt,CSU-leider wil dat Britten na brexit toegang houden tot EU-data over terreurverdachten ,https://fd.nl/economie-politiek/1261064/seehofer-provoceert-met-eigen-soepel-brexit-standpunt,8 jul 18
‘Bespreek wat je eigenlijk liever onbesproken laat’,Oprichter Manus Aa van banensite Spielwork leerde van Loterij-baas Niels Onkenhout hoe om te gaan met een ernstig zieke medewerker.,https://fd.nl/profiel/1260405/bespreek-wat-je-eigenlijk-liever-onbesproken-laat,8 jul 18
Het juiste doel,Politiek zou dichter op de bal willen zitten.,https://fd.nl/beurs/1260952/het-juiste-doel,8 jul 18
Vier van de twaalf jongens gered uit Thaise grot,Regenval kan redding van de resterende acht voetballertjes en hun coach op korte termijn onmogelijk maken. ,https://fd.nl/economie-politiek/1261127/vier-jongens-gered-uit,8 jul 18
KLM stopt met rechtstreekse vluchten naar Teheran,"Vluchten zijn commercieel niet rendabel, stelt luchtvaartmaatschappij.",https://fd.nl/ondernemen/1261126/klm-stopt-met-rechtstreekse-vluchten-naar-iraanse-hoofdstad-teheran,8 jul 18
Mogelijke doorstart voor failliete Eindhovense radarchip-startup,Strubbelingen in top en afhaken investeerders veroorzaken faillissement aan vooravond marktintroductie.,https://fd.nl/ondernemen/1261063/mogelijke-doorstart-voor-failliete-eindhovense-startup-en-producent-van-radarchips,8 jul 18
Erdogan ontslaat 18.000 ambtenaren,"Vlak voor het verwachte einde van de noodtoestand stuurt Turkse president bij decreet nog eens 9000 politiemensen, 5000 manschappen, academici en leerkrachten de laan uit.",https://fd.nl/economie-politiek/1261124/erdogan-ontslaat-18-000-ambtenaren,8 jul 18
May tart brexiteers met ’soft voorstel’ aan Brussel,Britse premier heeft na maanden wikken en wegen besloten dat het Britse vertrek uit de EU minder rigoureus zal zijn dan het plan waar ze aanvankelijk op koerste. ,https://fd.nl/economie-politiek/1261061/may-tart-brexiteers-met-soft-voorstel-aan-brussel,8 jul 18
Vanaf maandag stiptheidsacties in academische ziekenhuizen,Personeel op de bres voor nieuwe cao en nieuw personeel in de zorg,https://fd.nl/economie-politiek/1261062/werknemers-academische-ziekenhuizen-beginnen-maandag-met-stiptheidsacties,8 jul 18
Sterk teruglopende instroom asielzoekers speelt Brabantse aannemer De Meeuw parten,Bedrijf meldt sterk herstel in 2017 met een orderinstroom op recordniveau,https://fd.nl/ondernemen/1261125/sterk-teruglopende-instroom-asielzoekers-speelt-brabantse-aannemer-de-meeuw-parten,8 jul 18
Ondernemersfamilie Benetton en preses Real Madrid mogen Spaanse tolwegexploitant kopen,Op tolgebied blijft volgens Europese Commissie genoeg concurrentie over. ,https://fd.nl/ondernemen/1261060/ondernemersfamilie-benetton-en-preses-real-madrid-mogen-spaanse-tolwegexploitant-kopen,8 jul 18
Feyenoord koopt aandelen van Rotterdamse ondernemers terug,"Rotterdamse voetbalclub heeft voor zo'n €3,5 mln 10% van het belang van de Vrienden van Feyenoord teruggekocht.",https://fd.nl/ondernemen/1261059/feyenoord-koopt-aandelen-van-bevriende-rotterdamse-ondernemers-terug,8 jul 18
Franse rederij CMA CGM weg uit Iran door VS-sancties,Steeds meer Europese bedrijven willen geen handel meer met Iran drijven. ,https://fd.nl/ondernemen/1261058/uit-angst-voor-vs-sancties-snijdt-franse-rederij-cma-cgm-commerciele-banden-met-iran-door,8 jul 18
Tijd voor nieuwe monsterverbonden,Wereldleiders maken zich op voor een drukke maand met vele topontmoetingen. Krijgt Poetin van Trump kansen om Europa verder te ontwrichten?,https://fd.nl/economie-politiek/1260959/tijd-voor-nieuwe-monsterverbonden,8 jul 18
Supermarktketen Jan Linders ziet omzet en winst toenemen,Concern zegt dat 2017 beste jaar uit bedrijfsgeschiedenis was.,https://fd.nl/ondernemen/1261123/supermarktketen-jan-linders-ziet-omzet-en-winst-toenemen,8 jul 18
VodafoneZiggo vindt kabinetsplan digitalisering te weinig ambitieus,Ceo Jeroen Hoencamp van VodafoneZiggo vindt dat kabinet meer vaart moet maken en betere voorwaarden moet bieden om te investeren in betere netwerken.,https://fd.nl/ondernemen/1260813/vodafoneziggo-vindt-kabinetsplan-digitalisering-te-weinig-ambitieus,8 jul 18
Zelfs VodafoneZiggo-ceo maakt zich zorgen over internetverslaving,"Jeroen Hoencamp leidt een van de grootste telecombedrijven van Nederland, maar ook hij maakt zich zorgen over de verslaving aan de smartphone. 'Tijdens het eten wordt bij mij thuis niet geappt'",https://fd.nl/ondernemen/1260810/zelfs-vodafoneziggo-ceo-maakt-zich-zorgen-over-internetverslaving,8 jul 18
Kurken blijven op de fles bij beursgang Xiaomi,De verwachte beurswaarde valt de helft lager uit bij Chinese smartphonefabrikant. Xiaomi kan beleggers nauwelijks overtuigen dat het meer is dan een fabrikant van goedkope telefoons.,https://fd.nl/beurs/1260957/kurken-blijven-op-de-fles-bij-beursgang-xiaomi,8 jul 18
'Orange staat open voor overnamegesprekken' ,"Prijzenoorlog in Franse telecomsector wekt verwachting dat markt rijp is voor consolidatie. Grootste speler Orange staat open voor gesprekken, maar niet het initiatief nemen.",https://fd.nl/ondernemen/1261056/orange-staat-open-voor-overnamegesprekken-maar-zal-deze-niet-initieren,7 jul 18
Motivatie Noord-Korea voor denuclearisatie  wankelt na gesprekken met VS,Noord-Korea noemt gesprekken met VS extreem zorgwekkend. Amerikaanse minister van Buitenlande Zaken Mike Pompeo spreekt van vooruitgang.,https://fd.nl/economie-politiek/1261122/motivatie-denuclearisatie-noord-korea-wankelt-na-gesprekken-met-vs,7 jul 18
Oostenrijk wil asielzoekers alleen buiten de EU asiel laten aanvragen,Alleen in uitzonderlijke gevallen zou het mogelijk moeten zijn om asiel aan te vragen in lidstaten.,https://fd.nl/economie-politiek/1261121/oostenrijk-wil-asielzoekers-alleen-buiten-de-eu-asiel-laten-aanvragen,7 jul 18
Dekkingsgraden,Is het altijd verstandig om mijn pensioen over te dragen als mijn nieuwe pensioenfonds een hogere dekkingsgraad heeft dan dat van mijn oude werkgever?,https://fd.nl/werk-en-geld/1260078/dekkingsgraden,7 jul 18
Scholen besteden miljoenen aan uitzendkrachten,Nijpend lerarentekort dwingt scholen om dure uitzendkrachten in de huren.,https://fd.nl/ondernemen/1261120/scholen-besteden-miljoenen-aan-uitzendkrachten,7 jul 18
'Familiebedrijven moeten anders innoveren',"Familiebedrijven richten zich te weinig op het vernieuwen van hun organisatiecultuur en zijn vaak te afhankelijk van hun oprichter voor vernieuwing. Dat moet veranderen, als ze willen overleven.",https://fd.nl/ondernemen/1260817/familiebedrijven-moeten-anders-innoveren,7 jul 18
Kabinet steekt €200 mln in kleinere varkenssector,Plannen richten zich op verbetering leefomgeving rond varkenshouderijen en verduurzaming van sector.,https://fd.nl/economie-politiek/1261119/kabinet-steekt-200-mln-in-kleinere-varkenssector,7 jul 18
Houdt de geopolitieke vegetariër stand in een wereld van vleeseters? ,"Waar Europa met zichzelf in de knoop zit, heeft Merkels Duitsland een sleutelpositie. Economen en politici kijken naar de nieuwe rol voor Duitsland in de wereld.",https://fd.nl/economie-politiek/1261002/houdt-de-geopolitieke-vegetarier-stand-in-een-wereld-van-vleeseters,7 jul 18
"'Game, set and match for Mr. Rutte' ",Dankzij zijn optreden in het Witte Huis was Mark Rutte de held van de week. Daar konden de perikelen binnen zijn VVD geen afbreuk aan doen.,https://fd.nl/weekend/1260989/game-set-and-match-for-mr-rutte,7 jul 18
The Matrix ís de markt,"Jaren genoten beleggers van een opgaande markt. Tot enkele weken geleden. Vooral aandelen van de kleinere, Europese beursgenoteerde bedrijven hebben het moeilijk.",https://fd.nl/beurs/1260986/the-matrix-is-de-markt,7 jul 18
Het is bijna vakantie aan het Binnenhof en die zal voor het kabinet zonder grote zorgen zijn,"Oppositie maakt veel lawaai met moties en debatten, maar weet coalitie niet uit elkaar te spelen.",https://fd.nl/economie-politiek/1260975/het-is-bijna-vakantie-aan-het-binnenhof-en-die-zal-voor-het-kabinet-zonder-grote-zorgen-zijn,7 jul 18
EU-voorzitter Oostenrijk kiest (nog) geen neutrale rol in migratiebeleid,De Oostenrijkse bondskanselier Sebastian Kurz vergat het Europese belang van vrijhandel en open binnengrenzen onmiddellijk toen hij vernam dat Duitsland elders geregistreerde asielzoekers in kampen aan de Oostenrijkse grens wil onderbrengen en hen daarna snel terugsturen.,https://fd.nl/economie-politiek/1260955/eu-voorzitter-oostenrijk-kiest-nog-geen-neutrale-rol-in-migratiebeleid,7 jul 18
Moeten we bang zijn voor een valutaoorlog?,Met alle zorgen over een handelsoorlog steekt ook een bijkomend schrikbeeld voor beleggers de kop op: een valutaoorlog. ,https://fd.nl/beurs/1260890/moeten-we-bang-zijn-voor-een-valutaoorlog,7 jul 18
Onder de huid van het personeel ,Digitale en visuele controle tot diep in het privéleven is in de VS nauwelijks wettelijk ingekaderd.,https://fd.nl/werk-en-geld/1260262/onder-de-huid-van-het-personeel,7 jul 18
De koningen van baan 3, De koningen ,https://fd.nl/morgen/1260026/de-koningen-van-baan-3,7 jul 18
De vervreemdende beelden van Miles Aldridge,"Op het eerste gezicht lijken het succes en de glamour van de aantrekkelijke foto’s af te druipen. Maar wie de vervreemdende beelden van de Britse fotograaf Miles Aldridge (54) beter bekijkt, ziet dat schijn bedriegt. ‘Ik hou van verwarring.’",https://fd.nl/fd-persoonlijk/1259769/de-vervreemdende-beelden-van-miles-aldridge,7 jul 18
